jato_make,jato_model,carexpert_make,carexpert_model,url,match_status
"Mercedes-Benz","V-Class","mercedes-benz","v","https://www.carexpert.com.au/mercedes-benz/v","MATCHED"
"Mercedes-Benz","Vito","mercedes-benz","vito","https://www.carexpert.com.au/mercedes-benz/vito","MATCHED"
"Mercedes-Benz","Vito Tourer","mercedes-benz","vito-tourer","https://www.carexpert.com.au/mercedes-benz/vito-tourer","MATCHED"
"Mercedes-Benz","eSprinter","mercedes-benz","sprinter","https://www.carexpert.com.au/mercedes-benz/sprinter","UNMATCHED"
"Mercedes-Benz","eVito","mercedes-benz","vito","https://www.carexpert.com.au/mercedes-benz/vito","UNMATCHED"
"Mitsubishi","ASX","mitsubishi","asx","https://www.carexpert.com.au/mitsubishi/asx","MATCHED"
"Mitsubishi","Eclipse Cross","mitsubishi","eclipse-cross","https://www.carexpert.com.au/mitsubishi/eclipse-cross","MATCHED"
"Mitsubishi","Outlander","mitsubishi","outlander","https://www.carexpert.com.au/mitsubishi/outlander","MATCHED"
"Mitsubishi","Outlander PHEV","mitsubishi","outlander","https://www.carexpert.com.au/mitsubishi/outlander","MATCHED"
"Mitsubishi","Pajero Sport","mitsubishi","pajero-sport","https://www.carexpert.com.au/mitsubishi/pajero-sport","MATCHED"
"Mitsubishi","Triton","mitsubishi","triton","https://www.carexpert.com.au/mitsubishi/triton","MATCHED"
"Nissan","Ariya","nissan","ariya","https://www.carexpert.com.au/nissan/ariya","MATCHED"
"Nissan","Juke","nissan","juke","https://www.carexpert.com.au/nissan/juke","MATCHED"
"Nissan","Leaf","nissan","leaf","https://www.carexpert.com.au/nissan/leaf","MATCHED"
"Nissan","Navara","nissan","navara","https://www.carexpert.com.au/nissan/navara","MATCHED"
"Nissan","Pathfinder","nissan","pathfinder","https://www.carexpert.com.au/nissan/pathfinder","MATCHED"
"Nissan","Patrol","nissan","patrol","https://www.carexpert.com.au/nissan/patrol","MATCHED"
"Nissan","Qashqai","nissan","qashqai","https://www.carexpert.com.au/nissan/qashqai","MATCHED"
"Nissan","X-TRAIL","nissan","x-trail","https://www.carexpert.com.au/nissan/x-trail","MATCHED"
"Nissan","Z","nissan","z","https://www.carexpert.com.au/nissan/z","MATCHED"
"Omoda","9","omoda","9","https://www.carexpert.com.au/omoda/9","MATCHED"
"Peugeot","2008","peugeot","2008","https://www.carexpert.com.au/peugeot/2008","MATCHED"
"Peugeot","3008","peugeot","3008","https://www.carexpert.com.au/peugeot/3008","MATCHED"
"Peugeot","308","peugeot","308","https://www.carexpert.com.au/peugeot/308","MATCHED"
"Peugeot","408","peugeot","408","https://www.carexpert.com.au/peugeot/408","MATCHED"
"Peugeot","5008","peugeot","5008","https://www.carexpert.com.au/peugeot/5008","MATCHED"
"Peugeot","508","peugeot","508","https://www.carexpert.com.au/peugeot/508","MATCHED"
"Peugeot","Boxer","peugeot","boxer","https://www.carexpert.com.au/peugeot/boxer","MATCHED"
"Peugeot","E-2008","peugeot","expert","https://www.carexpert.com.au/peugeot/expert","MATCHED"
"Peugeot","Expert","peugeot","expert","https://www.carexpert.com.au/peugeot/expert","MATCHED"
"Peugeot","Partner","peugeot","partner","https://www.carexpert.com.au/peugeot/partner","MATCHED"
"Peugeot","e-Expert","peugeot","expert","https://www.carexpert.com.au/peugeot/expert","MATCHED"
"Peugeot","e-Partner","peugeot","expert","https://www.carexpert.com.au/peugeot/expert","MATCHED"
"Polestar","2","polestar","polestar2","https://www.carexpert.com.au/polestar/polestar2","MATCHED"
"Polestar","3","polestar","polestar3","https://www.carexpert.com.au/polestar/polestar3","MATCHED"
"Polestar","4","polestar","polestar4","https://www.carexpert.com.au/polestar/polestar4","MATCHED"
"Porsche","718","porsche","718","https://www.carexpert.com.au/porsche/718","MATCHED"
"Porsche","911","porsche","911","https://www.carexpert.com.au/porsche/911","MATCHED"
"Porsche","Cayenne","porsche","cayenne","https://www.carexpert.com.au/porsche/cayenne","MATCHED"
"Porsche","Cayenne Coupe","porsche","cayenne","https://www.carexpert.com.au/porsche/cayenne","MATCHED"
"Porsche","Macan","porsche","macan","https://www.carexpert.com.au/porsche/macan","MATCHED"
"Porsche","Panamera","porsche","panamera","https://www.carexpert.com.au/porsche/panamera","MATCHED"
"Porsche","Taycan","porsche","taycan","https://www.carexpert.com.au/porsche/taycan","MATCHED"
"RAM","1500","ram","1500","https://www.carexpert.com.au/ram/1500","MATCHED"
"RAM","2500","ram","2500","https://www.carexpert.com.au/ram/2500","MATCHED"
"RAM","3500","ram","3500","https://www.carexpert.com.au/ram/3500","MATCHED"
"Renault","Arkana","renault","arkana","https://www.carexpert.com.au/renault/arkana","MATCHED"
"Renault","Duster","renault","duster","https://www.carexpert.com.au/renault/duster","MATCHED"
"Renault","Kangoo","renault","kangoo","https://www.carexpert.com.au/renault/kangoo","MATCHED"
"Renault","Koleos","renault","koleos","https://www.carexpert.com.au/renault/koleos","MATCHED"
"Renault","Master","renault","master","https://www.carexpert.com.au/renault/master","MATCHED"
"Renault","Megane E-Tech","renault","megane-e-tech","https://www.carexpert.com.au/renault/megane-e-tech","MATCHED"
"Renault","Trafic","renault","trafic","https://www.carexpert.com.au/renault/trafic","MATCHED"
"Rolls-Royce","Spectre","rolls-royce","spectre","https://www.carexpert.com.au/rolls-royce/spectre","MATCHED"
"Skoda","ElROQ","skoda","elroq","https://www.carexpert.com.au/skoda/elroq","MATCHED"
"Skoda","Enyaq Coupe","skoda","enyaq","https://www.carexpert.com.au/skoda/enyaq","MATCHED"
"Skoda","Fabia","skoda","fabia","https://www.carexpert.com.au/skoda/fabia","MATCHED"
"Skoda","Kamiq","skoda","kamiq","https://www.carexpert.com.au/skoda/kamiq","MATCHED"
"Skoda","Karoq","skoda","karoq","https://www.carexpert.com.au/skoda/karoq","MATCHED"
"Skoda","Kodiaq","skoda","kodiaq","https://www.carexpert.com.au/skoda/kodiaq","MATCHED"
"Skoda","Octavia","skoda","octavia","https://www.carexpert.com.au/skoda/octavia","MATCHED"
"Skoda","Scala","skoda","scala","https://www.carexpert.com.au/skoda/scala","MATCHED"
"Skoda","Superb","skoda","superb","https://www.carexpert.com.au/skoda/superb","MATCHED"
"Skywell","EC11","","","","UNMATCHED"
"Skywell","Skyworth BE11","","","","UNMATCHED"
"Subaru","BRZ","subaru","brz","https://www.carexpert.com.au/subaru/brz","MATCHED"
"Subaru","Crosstrek","subaru","crosstrek","https://www.carexpert.com.au/subaru/crosstrek","MATCHED"
"Subaru","Forester","subaru","forester","https://www.carexpert.com.au/subaru/forester","MATCHED"
"Subaru","Impreza","subaru","impreza","https://www.carexpert.com.au/subaru/impreza","MATCHED"
"Subaru","Outback","subaru","outback","https://www.carexpert.com.au/subaru/outback","MATCHED"
"Subaru","Solterra","subaru","solterra","https://www.carexpert.com.au/subaru/solterra","MATCHED"
"Subaru","WRX","subaru","wrx","https://www.carexpert.com.au/subaru/wrx","MATCHED"
"Suzuki","Fronx","suzuki","fronx","https://www.carexpert.com.au/suzuki/fronx","MATCHED"
"Suzuki","Ignis","suzuki","ignis","https://www.carexpert.com.au/suzuki/ignis","MATCHED"
"Suzuki","Jimny","suzuki","jimny","https://www.carexpert.com.au/suzuki/jimny","MATCHED"
"Suzuki","S-Cross","suzuki","s-cross","https://www.carexpert.com.au/suzuki/s-cross","MATCHED"
"Suzuki","Swift","suzuki","swift","https://www.carexpert.com.au/suzuki/swift","MATCHED"
"Suzuki","Vitara","suzuki","vitara","https://www.carexpert.com.au/suzuki/vitara","MATCHED"
"Tembo","Tusker","","","","UNMATCHED"
"Tesla","Model 3","tesla","model-3","https://www.carexpert.com.au/tesla/model-3","MATCHED"
"Tesla","Model Y","tesla","model-y","https://www.carexpert.com.au/tesla/model-y","MATCHED"
"Toyota","C-HR","toyota","c-hr","https://www.carexpert.com.au/toyota/c-hr","MATCHED"
"Toyota","Camry","toyota","camry","https://www.carexpert.com.au/toyota/camry","MATCHED"
"Toyota","Corolla","toyota","corolla","https://www.carexpert.com.au/toyota/corolla","MATCHED"
"Toyota","Corolla Cross","toyota","corolla-cross","https://www.carexpert.com.au/toyota/corolla-cross","MATCHED"
"Toyota","Fortuner","toyota","fortuner","https://www.carexpert.com.au/toyota/fortuner","MATCHED"
"Toyota","GR Yaris","toyota","gr86","https://www.carexpert.com.au/toyota/gr86","MATCHED"
"Toyota","GR86","toyota","gr86","https://www.carexpert.com.au/toyota/gr86","MATCHED"
"Toyota","Gr Supra","toyota","gr86","https://www.carexpert.com.au/toyota/gr86","MATCHED"
"Toyota","HiAce","toyota","hiace","https://www.carexpert.com.au/toyota/hiace","MATCHED"
"Toyota","Hilux","toyota","hilux","https://www.carexpert.com.au/toyota/hilux","MATCHED"
"Toyota","Kluger","toyota","kluger","https://www.carexpert.com.au/toyota/kluger","MATCHED"
"Toyota","LandCruiser 300","toyota","landcruiser","https://www.carexpert.com.au/toyota/landcruiser","MATCHED"
"Toyota","LandCruiser 70","toyota","landcruiser","https://www.carexpert.com.au/toyota/landcruiser","MATCHED"
"Toyota","LandCruiser Prado","toyota","landcruiser-prado","https://www.carexpert.com.au/toyota/landcruiser-prado","MATCHED"
"Toyota","RAV4","toyota","rav4","https://www.carexpert.com.au/toyota/rav4","MATCHED"
"Toyota","Tundra","toyota","tundra","https://www.carexpert.com.au/toyota/tundra","MATCHED"
"Toyota","Yaris","toyota","yaris","https://www.carexpert.com.au/toyota/yaris","MATCHED"
"Toyota","Yaris Cross","toyota","yaris-cross","https://www.carexpert.com.au/toyota/yaris-cross","MATCHED"
"Toyota","bZ4X","toyota","bz4x","https://www.carexpert.com.au/toyota/bz4x","MATCHED"
"VOLVO","EX30","volvo","ex30","https://www.carexpert.com.au/volvo/ex30","MATCHED"
"Volkswagen","Amarok","volkswagen","amarok","https://www.carexpert.com.au/volkswagen/amarok","MATCHED"
"Volkswagen","Caddy","volkswagen","caddy","https://www.carexpert.com.au/volkswagen/caddy","MATCHED"
"Volkswagen","Caddy Cargo","volkswagen","caddy","https://www.carexpert.com.au/volkswagen/caddy","MATCHED"
"Volkswagen","Caddy Van","volkswagen","caddy","https://www.carexpert.com.au/volkswagen/caddy","MATCHED"
"Volkswagen","California","","","","UNMATCHED"
"Volkswagen","Caravelle","volkswagen","caravelle","https://www.carexpert.com.au/volkswagen/caravelle","MATCHED"
"Volkswagen","Crafter","volkswagen","crafter","https://www.carexpert.com.au/volkswagen/crafter","MATCHED"
"Volkswagen","Golf","volkswagen","golf","https://www.carexpert.com.au/volkswagen/golf","MATCHED"
"Volkswagen","ID.4","volkswagen","id-4","https://www.carexpert.com.au/volkswagen/id-4","UNMATCHED"
"Volkswagen","ID.5","volkswagen","id-5","https://www.carexpert.com.au/volkswagen/id-5","UNMATCHED"
"Volkswagen","ID.BUZZ","volkswagen","id-buzz","https://www.carexpert.com.au/volkswagen/id-buzz","UNMATCHED"
"Volkswagen","Multivan","volkswagen","multivan","https://www.carexpert.com.au/volkswagen/multivan","MATCHED"
"Volkswagen","Polo","volkswagen","polo","https://www.carexpert.com.au/volkswagen/polo","MATCHED"
"Volkswagen","T-Cross","volkswagen","t-cross","https://www.carexpert.com.au/volkswagen/t-cross","MATCHED"
"Volkswagen","T-Roc","volkswagen","t-roc","https://www.carexpert.com.au/volkswagen/t-roc","MATCHED"
"Volkswagen","Tayron","volkswagen","tayron","https://www.carexpert.com.au/volkswagen/tayron","MATCHED"
"Volkswagen","Tiguan","volkswagen","tiguan","https://www.carexpert.com.au/volkswagen/tiguan","MATCHED"
"Volkswagen","Tiguan Allspace","volkswagen","tiguan","https://www.carexpert.com.au/volkswagen/tiguan","MATCHED"
"Volkswagen","Touareg","volkswagen","touareg","https://www.carexpert.com.au/volkswagen/touareg","MATCHED"
"Volkswagen","Transporter","volkswagen","transporter","https://www.carexpert.com.au/volkswagen/transporter","MATCHED"
"Volvo","C40","volvo","c40","https://www.carexpert.com.au/volvo/c40","MATCHED"
"Volvo","EX40","","","","UNMATCHED"
"Volvo","EX90","volvo","ex90","https://www.carexpert.com.au/volvo/ex90","MATCHED"
"Volvo","S60","volvo","s60","https://www.carexpert.com.au/volvo/s60","MATCHED"
"Volvo","V60 Cross Country","volvo","v60","https://www.carexpert.com.au/volvo/v60","MATCHED"
"Volvo","XC40","volvo","xc40","https://www.carexpert.com.au/volvo/xc40","MATCHED"
"Volvo","XC60","volvo","xc60","https://www.carexpert.com.au/volvo/xc60","MATCHED"
"Volvo","XC90","volvo","xc90","https://www.carexpert.com.au/volvo/xc90","MATCHED"
"Xpeng","G6","xpeng","g6","https://www.carexpert.com.au/xpeng/g6","MATCHED"
"Zeekr","009","zeekr","009","https://www.carexpert.com.au/zeekr/009","MATCHED"
"Zeekr","7X","zeekr","7x","https://www.carexpert.com.au/zeekr/7x","MATCHED"
"Zeekr","X","zeekr","x","https://www.carexpert.com.au/zeekr/x","MATCHED"
"smart","#1","smart","1","https://www.carexpert.com.au/smart/1","MATCHED"
"smart","#3","smart","3","https://www.carexpert.com.au/smart/3","MATCHED"
